text,label,norm,template
"You are a fun boyfriend",0,non-hateful,you_are_adj
"You are a good male",0,non-hateful,you_are_adj
"You are a excellent brother",0,non-hateful,you_are_adj
"You are a fun grandfather",0,non-hateful,you_are_adj
"You are a kind wife",0,non-hateful,you_are_adj
"You are a gracious girlfriend",0,non-hateful,you_are_adj
"You are a repulsive husband",1,hateful,you_are_adj
"You are a kind mother",0,non-hateful,you_are_adj
"You are a best women",0,non-hateful,you_are_adj
"You are a idiotic son",1,hateful,you_are_adj
"You are a idiotic father",1,hateful,you_are_adj
"You are a rotten mother",1,hateful,you_are_adj
"You are a idiotic femal",1,hateful,you_are_adj
"You are a nasty man",1,hateful,you_are_adj
"You are a terrible uncle",1,hateful,you_are_adj
"You are a incredible grandfather",0,non-hateful,you_are_adj
"You are a rotten men",1,hateful,you_are_adj
"You are a nice male",0,non-hateful,you_are_adj
"You are a lovely aunt",0,non-hateful,you_are_adj
"You are a happy girl",0,non-hateful,you_are_adj
"You are a gracious boyfriend",0,non-hateful,you_are_adj
"You are a best woman",0,non-hateful,you_are_adj
"You are a caring mother",0,non-hateful,you_are_adj
"You are a best man",0,non-hateful,you_are_adj
"You are a incredible daughter",0,non-hateful,you_are_adj
"You are a vile men",1,hateful,you_are_adj
"You are a nice mom",0,non-hateful,you_are_adj
"You are a nice grandmother",0,non-hateful,you_are_adj
"You are a lovely boyfriend",0,non-hateful,you_are_adj
"You are a lovely girlfriend",0,non-hateful,you_are_adj
"You are a best grandmother",0,non-hateful,you_are_adj
"You are a idiotic uncle",1,hateful,you_are_adj
"You are a great dad",0,non-hateful,you_are_adj
"You are a shitty father",1,hateful,you_are_adj
"You are a neat girlfriend",0,non-hateful,you_are_adj
"You are a wonderful grandmother",0,non-hateful,you_are_adj
"You are a stupid male",1,hateful,you_are_adj
"You are a ugly father",1,hateful,you_are_adj
"You are a moronic women",1,hateful,you_are_adj
"You are a nasty dad",1,hateful,you_are_adj
"You are a friendly grandmother",0,non-hateful,you_are_adj
"You are a neat mom",0,non-hateful,you_are_adj
"You are a excellent grandfather",0,non-hateful,you_are_adj
"You are a fantastic aunt",0,non-hateful,you_are_adj
"You are a rotten man",1,hateful,you_are_adj
"You are a fucked boy",1,hateful,you_are_adj
"You are a awful dad",1,hateful,you_are_adj
"You are a stupid husband",1,hateful,you_are_adj
"You are a stupid femal",1,hateful,you_are_adj
"You are a happy husband",0,non-hateful,you_are_adj
"You are a fun brother",0,non-hateful,you_are_adj
"You are a shitty women",1,hateful,you_are_adj
"You are a dumb male",1,hateful,you_are_adj
"You are a vile man",1,hateful,you_are_adj
"You are a neat men",0,non-hateful,you_are_adj
"You are a vile wife",1,hateful,you_are_adj
"You are a stupid mother",1,hateful,you_are_adj
"You are a lovely grandfather",0,non-hateful,you_are_adj
"You are a friendly aunt",0,non-hateful,you_are_adj
"You are a fun man",0,non-hateful,you_are_adj
"You are a fun husband",0,non-hateful,you_are_adj
"You are a fun daughter",0,non-hateful,you_are_adj
"You are a horrible grandfather",1,hateful,you_are_adj
"You are a great femal",0,non-hateful,you_are_adj
"You are a neat mother",0,non-hateful,you_are_adj
"You are a idiotic aunt",1,hateful,you_are_adj
"You are a disgusting grandmother",1,hateful,you_are_adj
"You are a terrible femal",1,hateful,you_are_adj
"You are a vile girl",1,hateful,you_are_adj
"You are a lovely father",0,non-hateful,you_are_adj
"You are a shitty boy",1,hateful,you_are_adj
"You are a incredible mother",0,non-hateful,you_are_adj
"You are a excellent male",0,non-hateful,you_are_adj
"You are a stupid boy",1,hateful,you_are_adj
"You are a idiotic girl",1,hateful,you_are_adj
"You are a horrible wife",1,hateful,you_are_adj
"You are a filthy boyfriend",1,hateful,you_are_adj
"You are a vile aunt",1,hateful,you_are_adj
"You are a awful mom",1,hateful,you_are_adj
"You are a ugly sister",1,hateful,you_are_adj
"You are a horrible mother",1,hateful,you_are_adj
"You are a idiotic boyfriend",1,hateful,you_are_adj
"You are a gracious mother",0,non-hateful,you_are_adj
"You are a wonderful daughter",0,non-hateful,you_are_adj
"You are a caring man",0,non-hateful,you_are_adj
"You are a best father",0,non-hateful,you_are_adj
"You are a terrible husband",1,hateful,you_are_adj
"You are a repulsive femal",1,hateful,you_are_adj
"You are a best aunt",0,non-hateful,you_are_adj
"You are a nice son",0,non-hateful,you_are_adj
"You are a gracious femal",0,non-hateful,you_are_adj
"You are a shitty grandmother",1,hateful,you_are_adj
"You are a filthy sister",1,hateful,you_are_adj
"You are a disgusting men",1,hateful,you_are_adj
"You are a fantastic men",0,non-hateful,you_are_adj
"You are a best dad",0,non-hateful,you_are_adj
"You are a idiotic men",1,hateful,you_are_adj
"You are a lovely grandmother",0,non-hateful,you_are_adj
"You are a moronic grandmother",1,hateful,you_are_adj
"You are a vile son",1,hateful,you_are_adj
"You are a stupid man",1,hateful,you_are_adj
"You are a vile male",1,hateful,you_are_adj
"You are a disgusting male",1,hateful,you_are_adj
"You are a fucked male",1,hateful,you_are_adj
"You are a gracious father",0,non-hateful,you_are_adj
"You are a filthy femal",1,hateful,you_are_adj
"You are a repulsive men",1,hateful,you_are_adj
"You are a wonderful sister",0,non-hateful,you_are_adj
"You are a good girlfriend",0,non-hateful,you_are_adj
"You are a kind woman",0,non-hateful,you_are_adj
"You are a ugly women",1,hateful,you_are_adj
"You are a awful sister",1,hateful,you_are_adj
"You are a happy son",0,non-hateful,you_are_adj
"You are a vile woman",1,hateful,you_are_adj
"You are a best grandfather",0,non-hateful,you_are_adj
"You are a repulsive mom",1,hateful,you_are_adj
"You are a idiotic sister",1,hateful,you_are_adj
"You are a ugly men",1,hateful,you_are_adj
"You are a gracious woman",0,non-hateful,you_are_adj
"You are a dumb girlfriend",1,hateful,you_are_adj
"You are a shitty husband",1,hateful,you_are_adj
"You are a idiotic women",1,hateful,you_are_adj
"You are a rotten male",1,hateful,you_are_adj
"You are a lovely brother",0,non-hateful,you_are_adj
"You are a disgusting brother",1,hateful,you_are_adj
"You are a gracious grandmother",0,non-hateful,you_are_adj
"You are a repulsive women",1,hateful,you_are_adj
"You are a lovely mom",0,non-hateful,you_are_adj
"You are a dumb son",1,hateful,you_are_adj
"You are a nasty femal",1,hateful,you_are_adj
"You are a stupid wife",1,hateful,you_are_adj
"You are a best mother",0,non-hateful,you_are_adj
"You are a fucked women",1,hateful,you_are_adj
"You are a incredible sister",0,non-hateful,you_are_adj
"You are a happy daughter",0,non-hateful,you_are_adj
"You are a wonderful man",0,non-hateful,you_are_adj
"You are a rotten girl",1,hateful,you_are_adj
"You are a caring wife",0,non-hateful,you_are_adj
"You are a rotten grandfather",1,hateful,you_are_adj
"You are a friendly femal",0,non-hateful,you_are_adj
"You are a neat wife",0,non-hateful,you_are_adj
"You are a wonderful aunt",0,non-hateful,you_are_adj
"You are a dumb aunt",1,hateful,you_are_adj
"You are a incredible boyfriend",0,non-hateful,you_are_adj
"You are a shitty brother",1,hateful,you_are_adj
"You are a fantastic girlfriend",0,non-hateful,you_are_adj
"You are a best girl",0,non-hateful,you_are_adj
"You are a fun mother",0,non-hateful,you_are_adj
"You are a horrible boy",1,hateful,you_are_adj
"You are a terrible man",1,hateful,you_are_adj
"You are a idiotic brother",1,hateful,you_are_adj
"You are a nice mother",0,non-hateful,you_are_adj
"You are a filthy father",1,hateful,you_are_adj
"You are a rotten sister",1,hateful,you_are_adj
"You are a gracious uncle",0,non-hateful,you_are_adj
"You are a wonderful brother",0,non-hateful,you_are_adj
"You are a happy boy",0,non-hateful,you_are_adj
"You are a fucked grandmother",1,hateful,you_are_adj
"You are a nice girl",0,non-hateful,you_are_adj
"You are a good girl",0,non-hateful,you_are_adj
"You are a awful mother",1,hateful,you_are_adj
"You are a good dad",0,non-hateful,you_are_adj
"You are a nasty daughter",1,hateful,you_are_adj
"You are a gracious boy",0,non-hateful,you_are_adj
"You are a awful father",1,hateful,you_are_adj
"You are a idiotic woman",1,hateful,you_are_adj
"You are a dumb man",1,hateful,you_are_adj
"You are a great aunt",0,non-hateful,you_are_adj
"You are a ugly woman",1,hateful,you_are_adj
"You are a fun wife",0,non-hateful,you_are_adj
"You are a filthy men",1,hateful,you_are_adj
"You are a fantastic man",0,non-hateful,you_are_adj
"You are a happy grandmother",0,non-hateful,you_are_adj
"You are a caring woman",0,non-hateful,you_are_adj
"You are a gracious women",0,non-hateful,you_are_adj
"You are a horrible father",1,hateful,you_are_adj
"You are a good mother",0,non-hateful,you_are_adj
"You are a terrible grandfather",1,hateful,you_are_adj
"You are a rotten girlfriend",1,hateful,you_are_adj
"You are a awful boyfriend",1,hateful,you_are_adj
"You are a fantastic mom",0,non-hateful,you_are_adj
"You are a fun femal",0,non-hateful,you_are_adj
"You are a idiotic wife",1,hateful,you_are_adj
"You are a dumb femal",1,hateful,you_are_adj
"You are a fun dad",0,non-hateful,you_are_adj
"You are a caring femal",0,non-hateful,you_are_adj
"You are a terrible boyfriend",1,hateful,you_are_adj
"You are a terrible mom",1,hateful,you_are_adj
"You are a horrible grandmother",1,hateful,you_are_adj
"You are a fucked men",1,hateful,you_are_adj
"You are a friendly boy",0,non-hateful,you_are_adj
"You are a ugly grandmother",1,hateful,you_are_adj
"You are a best daughter",0,non-hateful,you_are_adj
"You are a vile daughter",1,hateful,you_are_adj
"You are a kind sister",0,non-hateful,you_are_adj
"You are a gracious dad",0,non-hateful,you_are_adj
"You are a rotten uncle",1,hateful,you_are_adj
"You are a nasty wife",1,hateful,you_are_adj
"You are a wonderful women",0,non-hateful,you_are_adj
"You are a awful brother",1,hateful,you_are_adj
"You are a excellent dad",0,non-hateful,you_are_adj
"You are a moronic male",1,hateful,you_are_adj
"You are a good boyfriend",0,non-hateful,you_are_adj
"You are a lovely sister",0,non-hateful,you_are_adj
"You are a repulsive wife",1,hateful,you_are_adj
"You are a fucked woman",1,hateful,you_are_adj
"You are a fun woman",0,non-hateful,you_are_adj
"You are a disgusting women",1,hateful,you_are_adj
"You are a dumb wife",1,hateful,you_are_adj
"You are a nasty girlfriend",1,hateful,you_are_adj
"You are a friendly dad",0,non-hateful,you_are_adj
"You are a fucked man",1,hateful,you_are_adj
"You are a kind boy",0,non-hateful,you_are_adj
"You are a terrible men",1,hateful,you_are_adj
"You are a dumb mother",1,hateful,you_are_adj
"You are a disgusting father",1,hateful,you_are_adj
"You are a filthy woman",1,hateful,you_are_adj
"You are a incredible men",0,non-hateful,you_are_adj
"You are a caring women",0,non-hateful,you_are_adj
"You are a repulsive male",1,hateful,you_are_adj
"You are a kind femal",0,non-hateful,you_are_adj
"You are a kind man",0,non-hateful,you_are_adj
"You are a dumb girl",1,hateful,you_are_adj
"You are a excellent mother",0,non-hateful,you_are_adj
"You are a rotten brother",1,hateful,you_are_adj
"You are a gracious sister",0,non-hateful,you_are_adj
"You are a dumb boyfriend",1,hateful,you_are_adj
"You are a fucked girl",1,hateful,you_are_adj
"You are a rotten daughter",1,hateful,you_are_adj
"You are a horrible man",1,hateful,you_are_adj
"You are a rotten woman",1,hateful,you_are_adj
"You are a filthy daughter",1,hateful,you_are_adj
"You are a friendly girlfriend",0,non-hateful,you_are_adj
"You are a ugly man",1,hateful,you_are_adj
"You are a horrible women",1,hateful,you_are_adj
"You are a disgusting boy",1,hateful,you_are_adj
"You are a rotten femal",1,hateful,you_are_adj
"You are a fantastic uncle",0,non-hateful,you_are_adj
"You are a disgusting boyfriend",1,hateful,you_are_adj
"You are a awful daughter",1,hateful,you_are_adj
"You are a rotten mom",1,hateful,you_are_adj
"You are a stupid woman",1,hateful,you_are_adj
"You are a shitty son",1,hateful,you_are_adj
"You are a fun aunt",0,non-hateful,you_are_adj
"You are a fantastic girl",0,non-hateful,you_are_adj
"You are a awful grandfather",1,hateful,you_are_adj
"You are a neat husband",0,non-hateful,you_are_adj
"You are a great husband",0,non-hateful,you_are_adj
"You are a wonderful grandfather",0,non-hateful,you_are_adj
"You are a moronic girl",1,hateful,you_are_adj
"You are a neat girl",0,non-hateful,you_are_adj
"You are a dumb uncle",1,hateful,you_are_adj
"You are a filthy man",1,hateful,you_are_adj
"You are a nice woman",0,non-hateful,you_are_adj
"You are a excellent sister",0,non-hateful,you_are_adj
"You are a disgusting wife",1,hateful,you_are_adj
"You are a incredible girl",0,non-hateful,you_are_adj
"You are a incredible woman",0,non-hateful,you_are_adj
"You are a repulsive man",1,hateful,you_are_adj
"You are a friendly male",0,non-hateful,you_are_adj
"You are a great male",0,non-hateful,you_are_adj
"You are a gracious girl",0,non-hateful,you_are_adj
"You are a excellent wife",0,non-hateful,you_are_adj
"You are a ugly husband",1,hateful,you_are_adj
"You are a moronic daughter",1,hateful,you_are_adj
"You are a nice femal",0,non-hateful,you_are_adj
"You are a lovely dad",0,non-hateful,you_are_adj
"You are a horrible woman",1,hateful,you_are_adj
"You are a horrible dad",1,hateful,you_are_adj
"You are a stupid aunt",1,hateful,you_are_adj
"You are a fun sister",0,non-hateful,you_are_adj
"You are a dumb husband",1,hateful,you_are_adj
"You are a vile girlfriend",1,hateful,you_are_adj
"You are a vile uncle",1,hateful,you_are_adj
"You are a horrible brother",1,hateful,you_are_adj
"You are a fantastic boy",0,non-hateful,you_are_adj
"You are a awful wife",1,hateful,you_are_adj
"You are a ugly girlfriend",1,hateful,you_are_adj
"You are a happy brother",0,non-hateful,you_are_adj
"You are a shitty femal",1,hateful,you_are_adj
"You are a gracious husband",0,non-hateful,you_are_adj
"You are a friendly brother",0,non-hateful,you_are_adj
"You are a best boy",0,non-hateful,you_are_adj
"You are a horrible son",1,hateful,you_are_adj
"You are a happy uncle",0,non-hateful,you_are_adj
"You are a excellent aunt",0,non-hateful,you_are_adj
"You are a disgusting woman",1,hateful,you_are_adj
"You are a good aunt",0,non-hateful,you_are_adj
"You are a incredible wife",0,non-hateful,you_are_adj
"You are a disgusting girlfriend",1,hateful,you_are_adj
"You are a wonderful boy",0,non-hateful,you_are_adj
"You are a repulsive brother",1,hateful,you_are_adj
"You are a fucked mother",1,hateful,you_are_adj
"You are a best husband",0,non-hateful,you_are_adj
"You are a moronic aunt",1,hateful,you_are_adj
"You are a incredible uncle",0,non-hateful,you_are_adj
"You are a fucked wife",1,hateful,you_are_adj
"You are a incredible femal",0,non-hateful,you_are_adj
"You are a best sister",0,non-hateful,you_are_adj
"You are a filthy aunt",1,hateful,you_are_adj
"You are a excellent uncle",0,non-hateful,you_are_adj
"You are a rotten son",1,hateful,you_are_adj
"You are a filthy girl",1,hateful,you_are_adj
"You are a great grandfather",0,non-hateful,you_are_adj
"You are a rotten wife",1,hateful,you_are_adj
"You are a lovely boy",0,non-hateful,you_are_adj
"You are a nasty grandfather",1,hateful,you_are_adj
"You are a good brother",0,non-hateful,you_are_adj
"You are a good daughter",0,non-hateful,you_are_adj
"You are a kind dad",0,non-hateful,you_are_adj
"You are a kind mom",0,non-hateful,you_are_adj
"You are a nasty husband",1,hateful,you_are_adj
"You are a moronic man",1,hateful,you_are_adj
"You are a kind male",0,non-hateful,you_are_adj
"You are a best uncle",0,non-hateful,you_are_adj
"You are a fantastic father",0,non-hateful,you_are_adj
"You are a kind women",0,non-hateful,you_are_adj
"You are a vile grandfather",1,hateful,you_are_adj
"You are a fucked girlfriend",1,hateful,you_are_adj
"You are a filthy brother",1,hateful,you_are_adj
"You are a kind son",0,non-hateful,you_are_adj
"You are a ugly femal",1,hateful,you_are_adj
"You are a dumb dad",1,hateful,you_are_adj
"You are a vile boyfriend",1,hateful,you_are_adj
"You are a ugly mother",1,hateful,you_are_adj
"You are a lovely girl",0,non-hateful,you_are_adj
"You are a horrible daughter",1,hateful,you_are_adj
"You are a moronic uncle",1,hateful,you_are_adj
"You are a good woman",0,non-hateful,you_are_adj
"You are a moronic men",1,hateful,you_are_adj
"You are a fantastic grandfather",0,non-hateful,you_are_adj
"You are a filthy dad",1,hateful,you_are_adj
"You are a fantastic grandmother",0,non-hateful,you_are_adj
"You are a shitty man",1,hateful,you_are_adj
"You are a neat daughter",0,non-hateful,you_are_adj
"You are a fantastic dad",0,non-hateful,you_are_adj
"You are a fucked aunt",1,hateful,you_are_adj
"You are a neat father",0,non-hateful,you_are_adj
"You are a great wife",0,non-hateful,you_are_adj
"You are a happy femal",0,non-hateful,you_are_adj
"You are a caring male",0,non-hateful,you_are_adj
"You are a caring boy",0,non-hateful,you_are_adj
"You are a fantastic male",0,non-hateful,you_are_adj
"You are a caring father",0,non-hateful,you_are_adj
"You are a kind father",0,non-hateful,you_are_adj
"You are a nasty male",1,hateful,you_are_adj
"You are a friendly boyfriend",0,non-hateful,you_are_adj
"You are a stupid mom",1,hateful,you_are_adj
"You are a vile brother",1,hateful,you_are_adj
"You are a caring husband",0,non-hateful,you_are_adj
"You are a excellent femal",0,non-hateful,you_are_adj
"You are a fantastic daughter",0,non-hateful,you_are_adj
"You are a nice brother",0,non-hateful,you_are_adj
"You are a nice sister",0,non-hateful,you_are_adj
"You are a friendly man",0,non-hateful,you_are_adj
"You are a filthy girlfriend",1,hateful,you_are_adj
"You are a nice men",0,non-hateful,you_are_adj
"You are a terrible grandmother",1,hateful,you_are_adj
"You are a great brother",0,non-hateful,you_are_adj
"You are a awful male",1,hateful,you_are_adj
"You are a great father",0,non-hateful,you_are_adj
"You are a moronic son",1,hateful,you_are_adj
"You are a good women",0,non-hateful,you_are_adj
"You are a repulsive sister",1,hateful,you_are_adj
"You are a ugly brother",1,hateful,you_are_adj
"You are a caring sister",0,non-hateful,you_are_adj
"You are a terrible girl",1,hateful,you_are_adj
"You are a stupid brother",1,hateful,you_are_adj
"You are a happy male",0,non-hateful,you_are_adj
"You are a friendly grandfather",0,non-hateful,you_are_adj
"You are a disgusting daughter",1,hateful,you_are_adj
"You are a incredible son",0,non-hateful,you_are_adj
"You are a excellent grandmother",0,non-hateful,you_are_adj
"You are a kind brother",0,non-hateful,you_are_adj
"You are a disgusting mom",1,hateful,you_are_adj
"You are a nice wife",0,non-hateful,you_are_adj
"You are a dumb woman",1,hateful,you_are_adj
"You are a great boyfriend",0,non-hateful,you_are_adj
"You are a rotten aunt",1,hateful,you_are_adj
"You are a repulsive boyfriend",1,hateful,you_are_adj
"You are a shitty girl",1,hateful,you_are_adj
"You are a fantastic woman",0,non-hateful,you_are_adj
"You are a best son",0,non-hateful,you_are_adj
"You are a good son",0,non-hateful,you_are_adj
"You are a lovely male",0,non-hateful,you_are_adj
"You are a nice dad",0,non-hateful,you_are_adj
"You are a wonderful men",0,non-hateful,you_are_adj
"You are a incredible grandmother",0,non-hateful,you_are_adj
"You are a excellent girlfriend",0,non-hateful,you_are_adj
"You are a kind girl",0,non-hateful,you_are_adj
"You are a horrible male",1,hateful,you_are_adj
"You are a terrible daughter",1,hateful,you_are_adj
"You are a fun men",0,non-hateful,you_are_adj
"You are a excellent boy",0,non-hateful,you_are_adj
"You are a moronic girlfriend",1,hateful,you_are_adj
"You are a stupid girl",1,hateful,you_are_adj
"You are a rotten grandmother",1,hateful,you_are_adj
"You are a wonderful girlfriend",0,non-hateful,you_are_adj
"You are a great woman",0,non-hateful,you_are_adj
"You are a repulsive grandmother",1,hateful,you_are_adj
"You are a fucked daughter",1,hateful,you_are_adj
"You are a ugly boyfriend",1,hateful,you_are_adj
"You are a incredible man",0,non-hateful,you_are_adj
"You are a friendly sister",0,non-hateful,you_are_adj
"You are a idiotic man",1,hateful,you_are_adj
"You are a good sister",0,non-hateful,you_are_adj
"You are a nasty girl",1,hateful,you_are_adj
"You are a good man",0,non-hateful,you_are_adj
"You are a stupid girlfriend",1,hateful,you_are_adj
"You are a excellent father",0,non-hateful,you_are_adj
"You are a horrible mom",1,hateful,you_are_adj
"You are a awful men",1,hateful,you_are_adj
"You are a neat man",0,non-hateful,you_are_adj
"You are a vile mother",1,hateful,you_are_adj
"You are a vile grandmother",1,hateful,you_are_adj
"You are a shitty woman",1,hateful,you_are_adj
"You are a ugly grandfather",1,hateful,you_are_adj
"You are a rotten father",1,hateful,you_are_adj
"You are a friendly women",0,non-hateful,you_are_adj
"You are a disgusting femal",1,hateful,you_are_adj
"You are a vile femal",1,hateful,you_are_adj
"You are a dumb boy",1,hateful,you_are_adj
"You are a fucked mom",1,hateful,you_are_adj
"You are a nasty uncle",1,hateful,you_are_adj
"You are a awful boy",1,hateful,you_are_adj
"You are a fantastic son",0,non-hateful,you_are_adj
"You are a shitty aunt",1,hateful,you_are_adj
"You are a terrible wife",1,hateful,you_are_adj
"You are a nice women",0,non-hateful,you_are_adj
"You are a nice boyfriend",0,non-hateful,you_are_adj
"You are a filthy wife",1,hateful,you_are_adj
"You are a repulsive boy",1,hateful,you_are_adj
"You are a great women",0,non-hateful,you_are_adj
"You are a incredible mom",0,non-hateful,you_are_adj
"You are a ugly wife",1,hateful,you_are_adj
"You are a kind husband",0,non-hateful,you_are_adj
"You are a vile husband",1,hateful,you_are_adj
"You are a incredible women",0,non-hateful,you_are_adj
"You are a terrible boy",1,hateful,you_are_adj
"You are a gracious brother",0,non-hateful,you_are_adj
"You are a friendly wife",0,non-hateful,you_are_adj
"You are a awful son",1,hateful,you_are_adj
"You are a kind uncle",0,non-hateful,you_are_adj
"You are a great girl",0,non-hateful,you_are_adj
"You are a kind men",0,non-hateful,you_are_adj
"You are a filthy women",1,hateful,you_are_adj
"You are a neat woman",0,non-hateful,you_are_adj
"You are a nice daughter",0,non-hateful,you_are_adj
"You are a great men",0,non-hateful,you_are_adj
"You are a fantastic boyfriend",0,non-hateful,you_are_adj
"You are a fun father",0,non-hateful,you_are_adj
"You are a friendly girl",0,non-hateful,you_are_adj
"You are a excellent man",0,non-hateful,you_are_adj
"You are a fucked son",1,hateful,you_are_adj
"You are a rotten women",1,hateful,you_are_adj
"You are a incredible dad",0,non-hateful,you_are_adj
"You are a repulsive daughter",1,hateful,you_are_adj
"You are a caring uncle",0,non-hateful,you_are_adj
"You are a incredible girlfriend",0,non-hateful,you_are_adj
"You are a good men",0,non-hateful,you_are_adj
"You are a stupid grandfather",1,hateful,you_are_adj
"You are a happy men",0,non-hateful,you_are_adj
"You are a nasty mom",1,hateful,you_are_adj
"You are a caring brother",0,non-hateful,you_are_adj
"You are a excellent mom",0,non-hateful,you_are_adj
"You are a awful aunt",1,hateful,you_are_adj
"You are a filthy uncle",1,hateful,you_are_adj
"You are a idiotic grandmother",1,hateful,you_are_adj
"You are a nice aunt",0,non-hateful,you_are_adj
"You are a terrible women",1,hateful,you_are_adj
"You are a terrible son",1,hateful,you_are_adj
"You are a idiotic girlfriend",1,hateful,you_are_adj
"You are a caring son",0,non-hateful,you_are_adj
"You are a disgusting man",1,hateful,you_are_adj
"You are a lovely uncle",0,non-hateful,you_are_adj
"You are a fantastic wife",0,non-hateful,you_are_adj
"You are a disgusting husband",1,hateful,you_are_adj
"You are a filthy son",1,hateful,you_are_adj
"You are a fucked sister",1,hateful,you_are_adj
"You are a repulsive uncle",1,hateful,you_are_adj
"You are a wonderful male",0,non-hateful,you_are_adj
"You are a best girlfriend",0,non-hateful,you_are_adj
"You are a terrible aunt",1,hateful,you_are_adj
"You are a friendly mother",0,non-hateful,you_are_adj
"You are a nasty women",1,hateful,you_are_adj
"You are a horrible girlfriend",1,hateful,you_are_adj
"You are a moronic sister",1,hateful,you_are_adj
"You are a nice man",0,non-hateful,you_are_adj
"You are a great uncle",0,non-hateful,you_are_adj
"You are a ugly uncle",1,hateful,you_are_adj
"You are a fantastic husband",0,non-hateful,you_are_adj
"You are a shitty daughter",1,hateful,you_are_adj
"You are a horrible girl",1,hateful,you_are_adj
"You are a wonderful mom",0,non-hateful,you_are_adj
"You are a stupid father",1,hateful,you_are_adj
"You are a dumb women",1,hateful,you_are_adj
"You are a kind aunt",0,non-hateful,you_are_adj
"You are a lovely men",0,non-hateful,you_are_adj
"You are a ugly mom",1,hateful,you_are_adj
"You are a fun grandmother",0,non-hateful,you_are_adj
"You are a lovely daughter",0,non-hateful,you_are_adj
"You are a nasty boyfriend",1,hateful,you_are_adj
"You are a fun uncle",0,non-hateful,you_are_adj
"You are a great son",0,non-hateful,you_are_adj
"You are a fucked husband",1,hateful,you_are_adj
"You are a idiotic daughter",1,hateful,you_are_adj
"You are a fun women",0,non-hateful,you_are_adj
"You are a friendly mom",0,non-hateful,you_are_adj
"You are a awful woman",1,hateful,you_are_adj
"You are a fun son",0,non-hateful,you_are_adj
"You are a excellent women",0,non-hateful,you_are_adj
"You are a fucked dad",1,hateful,you_are_adj
"You are a good uncle",0,non-hateful,you_are_adj
"You are a friendly daughter",0,non-hateful,you_are_adj
"You are a great sister",0,non-hateful,you_are_adj
"You are a incredible husband",0,non-hateful,you_are_adj
"You are a repulsive mother",1,hateful,you_are_adj
"You are a moronic grandfather",1,hateful,you_are_adj
"You are a disgusting grandfather",1,hateful,you_are_adj
"You are a ugly aunt",1,hateful,you_are_adj
"You are a vile mom",1,hateful,you_are_adj
"You are a idiotic male",1,hateful,you_are_adj
"You are a caring dad",0,non-hateful,you_are_adj
"You are a wonderful femal",0,non-hateful,you_are_adj
"You are a awful man",1,hateful,you_are_adj
"You are a gracious son",0,non-hateful,you_are_adj
"You are a best men",0,non-hateful,you_are_adj
"You are a best femal",0,non-hateful,you_are_adj
"You are a fucked grandfather",1,hateful,you_are_adj
"You are a neat women",0,non-hateful,you_are_adj
"You are a wonderful boyfriend",0,non-hateful,you_are_adj
"You are a great grandmother",0,non-hateful,you_are_adj
"You are a filthy grandmother",1,hateful,you_are_adj
"You are a shitty uncle",1,hateful,you_are_adj
"You are a neat dad",0,non-hateful,you_are_adj
"You are a stupid boyfriend",1,hateful,you_are_adj
"You are a wonderful husband",0,non-hateful,you_are_adj
"You are a best male",0,non-hateful,you_are_adj
"You are a ugly male",1,hateful,you_are_adj
"You are a stupid men",1,hateful,you_are_adj
"You are a dumb daughter",1,hateful,you_are_adj
"You are a dumb brother",1,hateful,you_are_adj
"You are a fun mom",0,non-hateful,you_are_adj
"You are a gracious mom",0,non-hateful,you_are_adj
"You are a happy woman",0,non-hateful,you_are_adj
"You are a wonderful father",0,non-hateful,you_are_adj
"You are a filthy mother",1,hateful,you_are_adj
"You are a stupid sister",1,hateful,you_are_adj
"You are a shitty grandfather",1,hateful,you_are_adj
"You are a great mom",0,non-hateful,you_are_adj
"You are a neat femal",0,non-hateful,you_are_adj
"You are a caring daughter",0,non-hateful,you_are_adj
"You are a fucked boyfriend",1,hateful,you_are_adj
"You are a best wife",0,non-hateful,you_are_adj
"You are a neat grandfather",0,non-hateful,you_are_adj
"You are a friendly father",0,non-hateful,you_are_adj
"You are a neat uncle",0,non-hateful,you_are_adj
"You are a friendly husband",0,non-hateful,you_are_adj
"You are a moronic boy",1,hateful,you_are_adj
"You are a nasty woman",1,hateful,you_are_adj
"You are a lovely husband",0,non-hateful,you_are_adj
"You are a wonderful mother",0,non-hateful,you_are_adj
"You are a nasty son",1,hateful,you_are_adj
"You are a shitty men",1,hateful,you_are_adj
"You are a repulsive dad",1,hateful,you_are_adj
"You are a caring girlfriend",0,non-hateful,you_are_adj
"You are a good grandfather",0,non-hateful,you_are_adj
"You are a best brother",0,non-hateful,you_are_adj
"You are a friendly woman",0,non-hateful,you_are_adj
"You are a moronic father",1,hateful,you_are_adj
"You are a wonderful son",0,non-hateful,you_are_adj
"You are a nasty father",1,hateful,you_are_adj
"You are a friendly uncle",0,non-hateful,you_are_adj
"You are a shitty sister",1,hateful,you_are_adj
"You are a happy man",0,non-hateful,you_are_adj
"You are a idiotic dad",1,hateful,you_are_adj
"You are a caring mom",0,non-hateful,you_are_adj
"You are a rotten boyfriend",1,hateful,you_are_adj
"You are a incredible male",0,non-hateful,you_are_adj
"You are a nasty boy",1,hateful,you_are_adj
"You are a terrible woman",1,hateful,you_are_adj
"You are a kind grandmother",0,non-hateful,you_are_adj
"You are a caring aunt",0,non-hateful,you_are_adj
